
2025-12-24 08:43:10,036 [1] INFO  IEC61850_simulatorServer2.MainClass [37] - [Program] 应用启动，log4net 配置已尝试加载 
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:43:15,580 [16] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc2: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:43:15,582 [16] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc3: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:43:15,584 [16] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc4: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:43:15,586 [16] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc5: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:43:15,588 [16] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc6: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:43:15,590 [16] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc7: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:43:15,617 [16] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc8: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:43:15,619 [16] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc9: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:43:15,621 [16] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc10: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:43:15,624 [16] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc11: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:43:15,626 [16] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc12: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:43:15,628 [16] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc13: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:43:15,651 [16] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc14: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:43:15,702 [16] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc15: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:43:15,727 [16] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc16: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:43:15,776 [16] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc17: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:43:15,805 [16] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc18: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:43:15,809 [16] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc19: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:43:15,836 [16] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc20: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:43:15,882 [16] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc21: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:52:31,770 [1] INFO  IEC61850_simulatorServer2.MainClass [37] - [Program] 应用启动，log4net 配置已尝试加载 

2025-12-24 08:52:33,198 [6] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc5: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:52:33,202 [6] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc6: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:52:33,205 [6] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc7: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:52:33,207 [6] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc8: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:52:33,209 [6] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc10: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:52:33,212 [6] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc9: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:52:33,237 [6] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc11: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:52:33,240 [6] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc12: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:52:33,267 [6] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc13: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:52:33,270 [6] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc14: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:52:33,273 [6] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc15: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:52:33,276 [6] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc18: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:52:33,278 [6] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc19: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:52:33,280 [6] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc20: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:52:33,283 [6] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc21: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:52:33,285 [6] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc22: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:52:33,287 [6] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc23: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:52:33,289 [6] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc24: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:52:33,291 [6] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc25: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:52:33,293 [6] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc28: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:52:33,295 [6] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc26: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:52:33,297 [6] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc27: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:52:33,299 [6] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc29: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:52:33,301 [6] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc30: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:52:33,303 [6] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc31: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:52:33,305 [6] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc32: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:52:33,307 [6] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc33: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:52:33,309 [6] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc34: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:52:33,310 [6] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc35: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:52:33,312 [6] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc36: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:52:33,314 [6] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc37: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:52:33,316 [6] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc43: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:52:33,318 [6] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc44: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:52:33,319 [6] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc45: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:52:33,321 [6] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc53: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:52:33,323 [6] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc46: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:52:35,282 [10] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc5: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:52:35,285 [10] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc6: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:52:35,287 [10] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc7: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:52:35,290 [10] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc8: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:52:35,292 [10] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc10: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:52:35,294 [10] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc11: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:52:35,296 [10] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc9: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:52:35,299 [10] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc12: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:52:35,301 [10] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc13: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:52:35,303 [10] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc14: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:52:35,305 [10] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc15: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:52:35,307 [10] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc18: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:52:35,309 [10] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc19: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:52:35,313 [10] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc20: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:52:35,315 [10] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc21: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:52:35,317 [10] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc22: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

2025-12-24 08:52:35,319 [10] WARN  IEC61850_simulatorServer2.ModbusSlave [187] - Scale apply failed for yc23: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/ModbusSlave.cs:line 187 

