
2026-01-04 08:52:01,816 [1] INFO  IEC61850_simulatorServer2.MainClass [34] - [Program] 应用启动，log4net 配置已尝试加载 
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:46,764 [7] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc646: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:46,848 [12] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc580: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:46,848 [7] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc647: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:46,971 [12] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc581: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:46,971 [7] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc648: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:47,028 [7] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc649: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:47,052 [12] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc582: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:47,103 [7] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc650: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:47,157 [12] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc583: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:47,208 [7] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc651: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:47,261 [12] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc584: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:47,299 [7] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc652: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:47,299 [12] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc585: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:47,329 [7] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc653: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:47,359 [12] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc586: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:47,385 [7] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc654: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:47,414 [12] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc587: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:47,442 [7] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc655: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:47,500 [12] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc588: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:47,533 [7] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc656: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:47,585 [12] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc589: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:47,636 [7] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc657: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:47,701 [12] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc590: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:47,732 [7] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc658: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:47,762 [12] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc591: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:47,819 [7] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc659: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:47,826 [12] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc592: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:47,879 [7] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc660: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:47,907 [12] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc593: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:47,962 [7] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc661: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:48,046 [7] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc662: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:48,046 [12] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc594: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:48,077 [7] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc663: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:48,169 [12] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc595: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:48,169 [7] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc664: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:48,223 [12] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc596: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:48,223 [7] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc665: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:48,279 [12] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc597: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:48,339 [7] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc666: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:48,389 [12] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc598: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:48,396 [7] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc667: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:48,422 [12] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc599: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:48,454 [7] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc668: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:48,454 [12] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc600: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:48,461 [7] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc669: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:48,488 [12] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc601: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:48,542 [7] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc670: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:48,599 [12] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc602: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:48,604 [7] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc671: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:48,609 [12] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc603: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:48,664 [7] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc672: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:48,669 [12] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc604: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:48,699 [7] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc673: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:48,753 [12] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc605: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:48,786 [7] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc674: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:48,818 [12] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc606: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:48,847 [7] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc675: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:48,860 [12] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc607: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:48,912 [7] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc676: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:48,968 [12] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc608: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:48,971 [7] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc677: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:49,033 [7] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc678: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:49,033 [12] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc609: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:49,066 [7] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc679: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:49,066 [12] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc610: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:49,146 [7] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc680: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:11:49,170 [12] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc611: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:12:03,776 [7] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc681: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:12:05,657 [12] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc612: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:12:05,663 [7] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc682: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:12:05,711 [12] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc613: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
   at IEC61850_simulatorServer2.ModbusSlave.Write(Dictionary`2 data, Byte slaveId) in /Users/songyinpei/jobs/IEC61850-simulatorServer2/Protocol/ModbusSlave.cs:line 199 

2026-01-04 09:12:05,738 [7] WARN  IEC61850_simulatorServer2.ModbusSlave [?] - Scale apply failed for yc683: System.InvalidCastException: Unable to cast object of type 'System.Int32' to type 'System.Single'.
